timestamp,matrix_size,sparsity,num_mults,threads,repeats,n_ok,n_fail,rc_last,csr_build_serial_s_mean,csr_build_serial_s_std,csr_build_parallel_s_mean,csr_build_parallel_s_std,dense_mult_serial_s_mean,dense_mult_serial_s_std,dense_mult_parallel_s_mean,dense_mult_parallel_s_std,csr_mult_serial_s_mean,csr_mult_serial_s_std,csr_mult_parallel_s_mean,csr_mult_parallel_s_std,csr_build_speedup,dense_speedup,csr_speedup,ratio_dense_over_csr_serial,ratio_dense_over_csr_parallel
2026-01-16T00:38:02,1000,0.0,1,1,3,3,0,0,0.006643666666666667,0.00010848655830716217,0.013370333333333333,3.544479275342581e-05,0.0006043333333333333,3.262412195497883e-05,0.0006806666666666667,3.669241520169167e-05,0.0008433333333333334,2.8307831660749557e-05,0.0007393333333333335,3.0550504633039084e-06,0.4968961132856324,0.8878550440744368,1.1406672678088368,0.716600790513834,0.9206492335437328
2026-01-16T00:38:02,1000,0.0,1,2,3,3,0,0,0.006898666666666667,1.550268793897806e-05,0.007414,1.6522711641858505e-05,0.0006093333333333333,2.9160475533388246e-05,0.0003743333333333333,4.821134029803915e-05,0.0008410000000000001,1.3278710503032405e-19,0.00045533333333333336,5.131601439446873e-06,0.9304918622426042,1.6277827248441674,1.8469985358711567,0.7245342845818469,0.8221083455344069
2026-01-16T00:38:02,1000,0.0,1,4,3,3,0,0,0.007116666666666667,4.660829682935578e-05,0.0044403333333333335,1.715614564327712e-05,0.0006253333333333333,5.77350269189621e-06,0.00020466666666666666,9.29157324317757e-06,0.0008733333333333333,4.72581562625262e-06,0.00039799999999999997,1.3453624047073729e-05,1.6027325275880189,3.0553745928338762,2.1943048576214403,0.716030534351145,0.5142378559463987
2026-01-16T00:38:02,1000,0.0,1,8,3,3,0,0,0.006941,0.0001935251921585408,0.005423,9.142756695876777e-05,0.0006163333333333333,2.1548395145191993e-05,0.00032533333333333334,8.848917071220259e-05,0.0008753333333333333,6.110100926607769e-06,0.0006736666666666667,0.00011421179156870512,1.279918864097363,1.894467213114754,1.2993567540821374,0.7041127189642041,0.4829292429490351
2026-01-16T00:38:02,1000,0.0,5,1,3,3,0,0,0.006823999999999999,0.0002783217562462557,0.01374,0.0004543423819103821,0.0027373333333333334,7.516204716034113e-05,0.00305,8.888194417315451e-06,0.004003666666666667,1.001665280087783e-05,0.0038343333333333333,2.6764404221527713e-05,0.4966521106259097,0.8974863387978141,1.0441623924193688,0.6837066022812422,0.7954446666087108
2026-01-16T00:38:02,1000,0.0,5,2,3,3,0,0,0.006867000000000001,3.800000000000012e-05,0.007415666666666667,4.452340208624375e-05,0.0028523333333333335,3.924708057083146e-05,0.0015696666666666665,5.4169487106057505e-05,0.004204333333333333,0.00017643506832070946,0.0023093333333333334,5.10816340119747e-05,0.9260124960668855,1.8171586324060314,1.820583140877598,0.6784270197415365,0.6797055427251731
2026-01-16T00:38:02,1000,0.0,5,4,3,3,0,0,0.007246,0.0001821400560008697,0.004457999999999999,6.4093681435848e-05,0.002923666666666667,9.291573243177481e-06,0.0008286666666666667,2.886751345948074e-06,0.004239,1.1269427669584639e-05,0.0018876666666666668,9.291573243177608e-06,1.625392552714222,3.52815768302494,2.245629524986756,0.6897066918298341,0.4389899346636058
2026-01-16T00:38:03,1000,0.0,5,8,3,3,0,0,0.007122333333333334,4.277070648625441e-05,0.005835666666666666,0.00020494958729729964,0.0028606666666666663,8.366799467737552e-05,0.0015583333333333334,0.00016081459303599695,0.004102333333333334,0.00011450909716408258,0.0025046666666666668,0.00018776936207308496,1.2204832352773178,1.8357219251336894,1.6378759648655843,0.6973267246282602,0.6221719457013575
2026-01-16T00:38:03,1000,0.0,10,1,3,3,0,0,0.008248,0.0027167383017140238,0.01394,0.0012081055417470774,0.0052573333333333335,7.90337480658317e-05,0.006018333333333334,3.521836642056726e-05,0.007849333333333333,2.9091808698211847e-05,0.007634333333333333,8.006455728556363e-05,0.5916786226685796,0.8735530324009969,1.0281622494869667,0.6697808731102429,0.7883246736235429
2026-01-16T00:38:03,1000,0.0,10,2,3,3,0,0,0.0068263333333333336,3.066485501895196e-05,0.007380333333333333,1.059874206372318e-05,0.0054139999999999995,3.732291521304307e-05,0.003124333333333333,5.089531740085075e-05,0.008131666666666667,3.400490160746456e-05,0.004454,3.9849717690342835e-05,0.924935639763335,1.7328496745972475,1.825699745547074,0.6657921705267472,0.7014668462804969
